DSAMP,PLOT,CHAMBER,TIME_POINT,time,fertilization,irrigation,N2O_ppm,N2O_umol_per_L,flux_nmol_m2_per_s
7/20/22,16,16,3,2400,CONMIN,drought,0.357503425,0.013889654,
7/20/22,16,16,4,3600,CONMIN,drought,0.366841045,0.014252437,
7/20/22,17,17,1,0,CONFYM,control,0.333031359,0.01293887,0.055
7/20/22,17,17,2,1200,CONFYM,control,0.338328576,0.013144676,
7/20/22,17,17,3,2400,CONFYM,control,0.34517447,0.013410652,
7/20/22,17,17,4,3600,CONFYM,control,0.355744478,0.013821316,
7/20/22,18,18,1,0,CONFYM,drought,0.330643189,0.012846085,0.110
7/20/22,18,18,2,1200,CONFYM,drought,0.352977922,0.01371383,
7/20/22,18,18,3,2400,CONFYM,drought,0.365120794,0.014185603,
7/20/22,18,18,4,3600,CONFYM,drought,0.375985264,0.014607707,
7/20/22,19,19,1,0,CONFYM,control,0.332130001,0.012903851,0.122
7/20/22,19,19,2,1200,CONFYM,control,0.346412269,0.013458743,
7/20/22,19,19,3,2400,CONFYM,control,0.359203236,0.013955695,
7/20/22,19,19,4,3600,CONFYM,control,0.378834207,0.014718393,
7/20/22,20,20,1,0,CONFYM,drought,0.33059056,0.012844041,0.093
7/20/22,20,20,2,1200,CONFYM,drought,0.344298844,0.013376632,
7/20/22,20,20,3,2400,CONFYM,drought,0.356133145,0.013836416,
7/20/22,20,20,4,3600,CONFYM,drought,0.366900366,0.014254742,
7/20/22,21,21,1,0,BIODYN,control,0.331939209,0.012896438,0.048
7/20/22,21,21,2,1200,BIODYN,control,0.346655888,0.013468208,
7/20/22,21,21,3,2400,BIODYN,control,0.343094102,0.013329826,
7/20/22,21,21,4,3600,BIODYN,control,0.354058148,0.013755799,
7/20/22,22,22,1,0,BIODYN,drought,0.329649857,0.012807493,0.081
7/20/22,22,22,2,1200,BIODYN,drought,0.349395175,0.013574634,
7/20/22,22,22,3,2400,BIODYN,drought,0.353109654,0.013718948,
7/20/22,22,22,4,3600,BIODYN,drought,0.362214507,0.014072688,
7/20/22,23,23,1,0,CONMIN,control,0.332945827,0.012935547,0.090
7/20/22,23,23,2,1200,CONMIN,control,0.345023043,0.013404769,
7/20/22,23,23,3,2400,CONMIN,control,0.363058011,0.01410546,
7/20/22,23,23,4,3600,CONMIN,control,0.367460635,0.01427651,
7/20/22,24,24,1,0,CONMIN,drought,0.33111685,0.012864488,0.033
7/20/22,24,24,2,1200,CONMIN,drought,0.349632247,0.013583845,
7/20/22,24,24,3,2400,CONMIN,drought,0.345391738,0.013419093,
7/20/22,24,24,4,3600,CONMIN,drought,0.346432022,0.01345951,
